Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
US-2021-15051,2021-11-13,2021-11-19,Standard Class,CG-1476,James Wilson #7,Corporate,West,Arizona,Office Supplies,Paper,Hammermill Copy Plus,119.57,6,0.3,26.52
US-2023-15052,2023-04-11,2023-04-14,Second Class,CG-1520,James Wilson 5,Home Office,Central,Illinois,Office Supplies,Binders,Avery Non-Stick Binder,60.16,2,0.0,16.88
US-2022-15053,2022-02-14,2022-02-21,Standard Class,CG-1443,Linda Martinez #6,Home Office,Central,Missouri,Technology,Copiers,Xerox WorkCentre,8267.5,5,0.0,2596.94
US-2022-15054,2022-12-11,2022-12-12,First Class,CG-1787,Susan Jackson #7,Consumer,East,Georgia,Technology,Phones,Motorola Smart Phone,3938.62,7,0.0,627.5
US-2023-15055,2023-12-12,2023-12-15,Second Class,CG-1304,Susan Jackson #4,Consumer,East,New Jersey,Technology,Machines,Fellowes Shredder,314.02,2,0.0,57.55
US-2022-15056,2022-03-18,2022-03-25,Standard Class,CG-1782,Michael Thomas #1,Corporate,Central,Missouri,Technology,Phones,Cisco IP Phone,4047.57,14,0.2,712.79
US-2024-15057,2024-12-21,2024-12-26,Standard Class,CG-1023,Robert Johnson #9,Consumer,West,Arizona,Furniture,Bookcases,Bush Saratoga Bookcase,912.0,13,0.3,-119.96
US-2022-15058,2022-12-14,2022-12-20,Standard Class,CG-1563,William Taylor #2,Consumer,East,New York,Office Supplies,Fasteners,Staple remover,45.1,10,0.0,21.27
US-2024-15059,2024-10-19,2024-10-25,Standard Class,CG-1478,William Taylor #9,Corporate,Central,Michigan,Technology,Machines,Fellowes Shredder,1064.64,12,0.0,361.02
US-2022-15060,2022-01-18,2022-01-18,Same Day,CG-1026,James Wilson #6,Consumer,Central,Minnesota,Furniture,Bookcases,Bush Saratoga Bookcase,1058.3,5,0.0,185.0
US-2021-15061,2021-11-23,2021-11-30,Standard Class,CG-1525,Michael Thomas #9,Consumer,West,Arizona,Office Supplies,Envelopes,Poly String Clasp Env,86.98,6,0.2,5.34
US-2023-15062,2023-09-12,2023-09-18,Standard Class,CG-1103,David Moore #2,Corporate,East,Ohio,Technology,Machines,Fellowes Shredder,247.39,1,0.0,67.1
US-2022-15063,2022-05-11,2022-05-11,Same Day,CG-1499,David Moore #2,Home Office,East,Ohio,Technology,Copiers,Canon imageCLASS,10704.88,10,0.2,1496.82
US-2021-15064,2021-01-08,2021-01-14,Standard Class,CG-1746,Karen White #4,Consumer,East,Ohio,Technology,Phones,iPhone Accessories Kit,1526.7,10,0.0,276.69
US-2022-15065,2022-09-18,2022-09-20,First Class,CG-1156,David Moore #5,Consumer,East,Ohio,Office Supplies,Labels,Avery Address Labels,121.65,5,0.0,47.59
US-2024-15066,2024-12-10,2024-12-15,Standard Class,CG-1109,Susan Jackson #8,Corporate,East,Ohio,Technology,Machines,HP LaserJet Printer,7568.2,10,0.0,2285.99
US-2024-15067,2024-04-04,2024-04-09,Standard Class,CG-1100,Karen White #6,Corporate,South,Tennessee,Technology,Accessories,Belkin USB Cables,156.65,13,0.0,27.35
US-2024-15068,2024-05-18,2024-05-22,Second Class,CG-1274,Linda Martinez #6,Home Office,West,Nevada,Technology,Copiers,Xerox WorkCentre,2151.28,1,0.2,25.27
US-2024-15069,2024-12-22,2024-12-25,Second Class,CG-1191,James Wilson #9,Corporate,South,North Carolina,Furniture,Tables,Riverside Folding Table,265.66,2,0.0,14.1
US-2021-15070,2021-07-21,2021-07-26,Standard Class,CG-1247,Patricia Anderson #6,Consumer,East,Ohio,Technology,Machines,HP LaserJet Printer,3450.68,5,0.2,163.11
US-2024-15071,2024-09-17,2024-09-21,Second Class,CG-1240,Linda Martinez #2,Consumer,East,Georgia,Office Supplies,Envelopes,Poly String Clasp Env,126.0,14,0.0,46.13
US-2021-15072,2021-11-19,2021-11-25,Standard Class,CG-1687,Jennifer Lee #2,Consumer,South,Tennessee,Technology,Machines,HP LaserJet Printer,4640.16,14,0.0,1537.63
US-2023-15073,2023-04-27,2023-04-29,First Class,CG-1237,John Smith #8,Home Office,East,Georgia,Technology,Accessories,Belkin USB Cables,311.96,11,0.0,101.83
US-2021-15074,2021-10-09,2021-10-15,Standard Class,CG-1689,William Taylor #2,Consumer,Central,Minnesota,Furniture,Bookcases,Bush Saratoga Bookcase,447.6,2,0.0,25.15
US-2023-15075,2023-10-20,2023-10-27,Standard Class,CG-1088,Michael Thomas #5,Home Office,Central,Texas,Office Supplies,Fasteners,Acme Staple Gun,210.6,12,0.0,62.32
US-2024-15076,2024-04-18,2024-04-25,Standard Class,CG-1713,Karen White #8,Corporate,East,New Jersey,Technology,Accessories,HP Mouse,143.29,7,0.0,36.23
US-2023-15077,2023-12-24,2023-12-24,Same Day,CG-1620,John Smith #5,Corporate,South,Virginia,Technology,Machines,Fellowes Shredder,1963.58,14,0.2,22.99
US-2021-15078,2021-08-17,2021-08-23,Standard Class,CG-1090,Linda Martinez #5,Consumer,West,Arizona,Technology,Copiers,Canon imageCLASS,6157.64,4,0.0,2085.37
US-2021-15079,2021-10-15,2021-10-22,Standard Class,CG-1769,James Wilson #2,Consumer,Central,Texas,Technology,Copiers,Xerox WorkCentre,17778.48,6,0.0,5816.44
US-2023-15080,2023-08-01,2023-08-06,Standard Class,CG-1104,Jennifer Lee #4,Consumer,Central,Missouri,Technology,Copiers,Xerox WorkCentre,19519.0,10,0.0,4414.43
US-2023-15081,2023-12-28,2023-12-31,Second Class,CG-1230,William Taylor #8,Consumer,East,New Jersey,Furniture,Bookcases,Sauder Classic Bookcase,1236.35,5,0.0,219.25
US-2021-15082,2021-12-12,2021-12-14,First Class,CG-1083,Susan Jackson #3,Corporate,West,Colorado,Technology,Copiers,Canon imageCLASS,15798.24,9,0.0,4125.05
US-2022-15083,2022-01-17,2022-01-23,Standard Class,CG-1534,Jennifer Lee #1,Corporate,West,Oregon,Technology,Accessories,Belkin USB Cables,233.24,14,0.0,60.54
US-2022-15084,2022-12-05,2022-12-12,Standard Class,CG-1677,James Wilson #6,Corporate,South,Tennessee,Office Supplies,Labels,Avery Address Labels,128.57,13,0.0,49.62
US-2022-15085,2022-09-25,2022-09-29,Second Class,CG-1522,Susan Jackson #8,Consumer,West,Washington,Furniture,Chairs,Mesh Office Chair,989.64,6,0.0,78.39
US-2023-15086,2023-05-16,2023-05-21,Standard Class,CG-1529,Susan Jackson #3,Corporate,East,New York,Technology,Copiers,Canon imageCLASS,4916.29,4,0.2,141.76
US-2024-15087,2024-02-24,2024-03-02,Standard Class,CG-1520,William Taylor #7,Home Office,South,Mississippi,Office Supplies,Labels,Avery Address Labels,100.17,7,0.0,25.98
US-2021-15088,2021-09-11,2021-09-16,Standard Class,CG-1782,Linda Martinez #2,Consumer,South,Virginia,Technology,Machines,HP LaserJet Printer,7150.56,10,0.2,241.98
US-2024-15089,2024-03-24,2024-03-30,Standard Class,CG-1681,David Moore #5,Corporate,Central,Missouri,Office Supplies,Art,Dixon Ticonderoga,86.76,9,0.0,37.85
US-2022-15090,2022-10-17,2022-10-19,First Class,CG-1688,Robert Johnson #1,Home Office,West,Colorado,Furniture,Chairs,HON Executive Chair,1281.65,3,0.2,-70.77
US-2023-15091,2023-03-07,2023-03-13,Standard Class,CG-1459,Jennifer Lee #9,Home Office,West,Arizona,Furniture,Bookcases,Bush Saratoga Bookcase,2233.35,9,0.0,440.25
US-2022-15092,2022-11-25,2022-12-01,Standard Class,CG-1251,David Moore #3,Consumer,Central,Missouri,Office Supplies,Fasteners,Staple remover,61.39,7,0.0,29.85
US-2022-15093,2022-10-08,2022-10-14,Standard Class,CG-1464,James Wilson #7,Consumer,East,Florida,Furniture,Tables,Bretford Rectangular Table,936.52,3,0.4,-170.08
US-2022-15094,2022-12-26,2022-12-29,Second Class,CG-1378,Patricia Anderson #1,Corporate,Central,Michigan,Furniture,Furnishings,Eldon Shelf,363.6,5,0.0,57.72
US-2024-15095,2024-01-20,2024-01-25,Standard Class,CG-1677,Karen White #9,Consumer,East,Ohio,Furniture,Furnishings,Office Star Chair Mat,368.38,7,0.3,-28.67
US-2022-15096,2022-11-18,2022-11-25,Standard Class,CG-1523,David Moore 7,Corporate,East,New York,Furniture,Furnishings,DAX Metal Frame,116.6,2,0.0,25.48
US-2022-15097,2022-09-06,2022-09-07,First Class,CG-1184,Michael Thomas #1,Corporate,West,California,Office Supplies,Labels,Avery Address Labels,92.17,11,0.3,8.61
US-2022-15098,2022-02-12,2022-02-14,First Class,CG-1571,John Smith #5,Consumer,South,Alabama,Technology,Copiers,Canon imageCLASS,4860.54,6,0.0,1592.89
US-2023-15099,2023-06-27,2023-06-29,First Class,CG-1771,Susan Jackson #2,Consumer,South,Tennessee,Office Supplies,Envelopes,Recycled Mailers,79.36,5,0.2,14.07
US-2024-15100,2024-09-27,2024-10-01,Second Class,CG-1045,John Smith #6,Corporate,East,New York,Furniture,Tables,Bretford Rectangular Table,1157.6,2,0.0,116.38
US-2022-15101,2022-06-22,2022-06-24,First Class,CG-1348,Maria Garcia #7,Corporate,Central,Indiana,Technology,Accessories,Belkin USB Cables,214.0,8,0.0,68.53
US-2021-15102,2021-07-25,2021-07-27,First Class,CG-1405,Karen White #3,Consumer,East,Pennsylvania,Office Supplies,Paper,HP Office Paper,448.32,12,0.0,167.65
US-2024-15103,2024-12-13,2024-12-18,Standard Class,CG-1260,Patricia Anderson #5,Corporate,East,Pennsylvania,Technology,Accessories,HP Mouse,254.7,6,0.0,43.05
US-2021-15104,2021-07-14,2021-07-14,Same Day,CG-1074,Jennifer Lee #1,Consumer,Central,Michigan,Technology,Copiers,Canon imageCLASS,9241.68,7,0.0,1634.59
US-2021-15105,2021-01-04,2021-01-06,First Class,CG-1418,Linda Martinez #7,Consumer,East,Ohio,Furniture,Furnishings,Eldon Shelf,985.46,14,0.0,211.98
US-2021-15106,2021-01-19,2021-01-22,Second Class,CG-1616,William Taylor #8,Home Office,South,Alabama,Furniture,Furnishings,Eldon Shelf,510.02,14,0.0,113.1
US-2024-15107,2024-06-27,2024-07-02,Standard Class,CG-1463,David Moore #9,Consumer,South,Louisiana,Furniture,Furnishings,DAX Metal Frame,426.13,14,0.1,71.24
US-2023-15108,2023-11-17,2023-11-22,Standard Class,CG-1737,Michael Thomas #1,Corporate,South,Louisiana,Office Supplies,Storage,Iris Stacking Drawers,240.45,3,0.0,73.95
US-2022-15109,2022-07-07,2022-07-13,Standard Class,CG-1068,Jennifer Lee #9,Consumer,West,Arizona,Furniture,Bookcases,Sauder Classic Bookcase,149.3,1,0.0,21.07
US-2024-15110,2024-11-11,2024-11-15,Second Class,CG-1051,William Taylor #3,Consumer,East,Ohio,Technology,Machines,Canon Copier,10293.3,9,0.0,3347.18
US-2022-15111,2022-12-11,2022-12-17,Standard Class,CG-1385,Michael Thomas #5,Corporate,South,Virginia,Furniture,Furnishings,Office Star Chair Mat,602.28,14,0.0,104.75
US-2021-15112,2021-02-27,2021-02-28,First Class,CG-1521,Linda Martinez #8,Consumer,West,Washington,Office Supplies,Labels,Avery Address Labels,149.52,8,0.0,72.47
US-2021-15113,2021-12-11,2021-12-13,First Class,CG-1295,John Smith #7,Corporate,East,Florida,Office Supplies,Fasteners,Staple remover,59.02,7,0.15,10.21
US-2024-15114,2024-05-15,2024-05-22,Standard Class,CG-1592,Patricia Anderson #1,Consumer,East,Florida,Office Supplies,Binders,Avery Non-Stick Binder,150.56,4,0.0,55.37
US-2021-15115,2021-01-25,2021-02-01,Standard Class,CG-1042,Susan Jackson #9,Consumer,East,New Jersey,Furniture,Tables,Bretford Rectangular Table,986.78,2,0.0,83.88
US-2022-15116,2022-12-14,2022-12-18,Second Class,CG-1075,Patricia Anderson #8,Corporate,East,Pennsylvania,Furniture,Tables,Bevis Conference Table,2276.32,4,0.0,499.41
US-2022-15117,2022-10-16,2022-10-19,Second Class,CG-1211,William Taylor #2,Corporate,Central,Missouri,Technology,Copiers,Canon imageCLASS,11240.8,8,0.0,3045.65
US-2023-15118,2023-11-10,2023-11-16,Standard Class,CG-1481,Robert Johnson #7,Home Office,Central,Indiana,Office Supplies,Labels,Avery Shipping Labels,231.8,10,0.0,69.31
US-2023-15119,2023-01-25,2023-01-28,Second Class,CG-1001,Robert Johnson #6,Consumer,East,Ohio,Furniture,Tables,Bretford Rectangular Table,3139.73,10,0.45,-625.55
US-2023-15120,2023-10-05,2023-10-11,Standard Class,CG-1180,Michael Thomas #9,Consumer,South,Tennessee,Furniture,Chairs,HON Executive Chair,6848.4,10,0.0,1023.27
US-2023-15121,2023-06-28,2023-07-05,Standard Class,CG-1428,James Wilson #6,Home Office,Central,Michigan,Furniture,Bookcases,Bush Saratoga Bookcase,1375.34,5,0.15,-54.99
US-2021-15122,2021-03-08,2021-03-11,Second Class,CG-1548,Robert Johnson #7,Corporate,South,Virginia,Office Supplies,Art,Sanford Colorific Pencils,152.45,13,0.1,54.41
US-2023-15123,2023-10-26,2023-10-30,Second Class,CG-1618,Patricia Anderson #8,Corporate,Central,Minnesota,Office Supplies,Art,Avery Flip-Chart Markers,323.07,11,0.0,73.22
US-2023-15124,2023-10-16,2023-10-18,First Class,CG-1777,John Smith #6,Consumer,East,Pennsylvania,Office Supplies,Labels,Avery Shipping Labels,24.28,2,0.0,6.27
US-2023-15125,2023-11-17,2023-11-22,Standard Class,CG-1765,Patricia Anderson #1,Corporate,South,Virginia,Office Supplies,Paper,Hammermill Copy Plus,484.47,9,0.0,140.08
US-2022-15126,2022-06-18,2022-06-18,Same Day,CG-1375,Patricia Anderson #5,Corporate,South,North Carolina,Office Supplies,Supplies,Acme Stapler,304.59,13,0.0,103.0
US-2022-15127,2022-03-28,2022-04-03,Standard Class,CG-1782,Robert Johnson #6,Corporate,East,Pennsylvania,Office Supplies,Binders,GBC DocuBind,261.44,8,0.0,104.67
US-2022-15128,2022-08-19,2022-08-19,Same Day,CG-1253,Susan Jackson #6,Consumer,East,Georgia,Technology,Accessories,HP Mouse,215.64,12,0.0,73.33
US-2021-15129,2021-12-04,2021-12-09,Standard Class,CG-1097,Patricia Anderson #5,Home Office,East,New Jersey,Office Supplies,Supplies,Acme Stapler,159.63,3,0.0,34.07
US-2023-15130,2023-11-05,2023-11-12,Standard Class,CG-1670,David Moore #1,Corporate,East,New Jersey,Technology,Copiers,Xerox WorkCentre,19767.86,14,0.0,5500.29
US-2022-15131,2022-06-24,2022-06-27,Second Class,CG-1361,William Taylor #2,Home Office,West,Oregon,Technology,Machines,Fellowes Shredder,632.64,6,0.0,101.69
US-2022-15132,2022-10-10,2022-10-16,Standard Class,CG-1551,David Moore #2,Corporate,West,California,Technology,Copiers,Xerox WorkCentre,4540.17,3,0.0,1033.87
US-2021-15133,2021-09-04,2021-09-09,Standard Class,CG-1139,Linda Martinez #5,Consumer,East,Florida,Furniture,Bookcases,Bush Saratoga Bookcase,643.95,5,0.0,90.42
US-2024-15134,2024-10-01,2024-10-06,Standard Class,CG-1076,Linda Martinez #5,Consumer,East,New York,Technology,Phones,Motorola Smart Phone,1510.14,8,0.2,229.3
US-2022-15135,2022-07-04,2022-07-07,Second Class,CG-1389,Karen White #8,Consumer,West,Washington,Office Supplies,Supplies,Desk Accessories Kit,1110.2,14,0.0,351.64
US-2021-15136,2021-02-12,2021-02-13,First Class,CG-1776,Maria Garcia #1,Corporate,West,Colorado,Technology,Copiers,Canon imageCLASS,13586.98,11,0.0,2568.82
US-2021-15137,2021-07-06,2021-07-13,Standard Class,CG-1023,David Moore #9,Consumer,East,New York,Furniture,Bookcases,Bush Saratoga Bookcase,1120.49,7,0.0,233.72
US-2021-15138,2021-11-07,2021-11-12,Standard Class,CG-1742,William Taylor #1,Corporate,East,New York,Office Supplies,Binders,GBC DocuBind,358.4,7,0.0,108.42
US-2023-15139,2023-11-13,2023-11-15,First Class,CG-1323,David Moore #6,Corporate,East,Ohio,Technology,Phones,Samsung Galaxy Tab,2595.1,5,0.0,577.48
US-2022-15140,2022-02-16,2022-02-16,Same Day,CG-1751,James Wilson #6,Corporate,Central,Missouri,Technology,Machines,HP LaserJet Printer,938.98,2,0.0,177.03
US-2022-15141,2022-09-16,2022-09-22,Standard Class,CG-1457,Michael Thomas #1,Corporate,Central,Indiana,Furniture,Chairs,Global Troy Chair,2267.6,8,0.0,262.85
US-2024-15142,2024-06-18,2024-06-19,First Class,CG-1286,Susan Jackson #6,Corporate,East,Pennsylvania,Office Supplies,Binders,Avery Non-Stick Binder,30.9,5,0.0,7.06
US-2021-15143,2021-10-13,2021-10-19,Standard Class,CG-1610,David Moore #9,Home Office,East,Florida,Furniture,Chairs,Mesh Office Chair,2077.6,8,0.0,482.44
US-2022-15144,2022-12-07,2022-12-08,First Class,CG-1362,David Moore #2,Consumer,East,New Jersey,Technology,Machines,Fellowes Shredder,136.59,1,0.0,29.61
US-2024-15145,2024-05-19,2024-05-22,Second Class,CG-1526,James Wilson #1,Consumer,West,Oregon,Technology,Copiers,Xerox WorkCentre,2242.76,1,0.2,219.62
US-2021-15146,2021-11-24,2021-11-29,Standard Class,CG-1694,Michael Thomas #3,Consumer,Central,Texas,Office Supplies,Binders,GBC DocuBind,916.74,11,0.0,344.95
US-2023-15147,2023-05-26,2023-05-26,Same Day,CG-1741,John Smith #9,Consumer,West,Arizona,Technology,Accessories,HP Mouse,615.44,14,0.0,160.72
US-2024-15148,2024-03-06,2024-03-10,Second Class,CG-1132,Karen White #7,Consumer,East,New Jersey,Furniture,Bookcases,Sauder Classic Bookcase,1143.1,5,0.0,88.75
US-2024-15149,2024-04-25,2024-04-28,Second Class,CG-1425,Patricia Anderson #2,Corporate,West,Colorado,Office Supplies,Paper,Hammermill Copy Plus,252.36,6,0.0,55.21
US-2022-15150,2022-02-20,2022-02-23,Second Class,CG-1638,Jennifer Lee #8,Home Office,West,Nevada,Technology,Accessories,Logitech Keyboard,1116.24,12,0.0,305.32
US-2021-15151,2021-07-10,2021-07-12,First Class,CG-1431,Susan Jackson #5,Corporate,Central,Indiana,Technology,Machines,Canon Copier,2108.52,4,0.0,698.3
US-2024-15152,2024-10-10,2024-10-11,First Class,CG-1290,Linda Martinez #5,Consumer,East,New York,Furniture,Tables,Bevis Conference Table,7336.98,14,0.0,876.34
US-2022-15153,2022-06-01,2022-06-08,Standard Class,CG-1525,John Smith 3,Consumer,Central,Illinois,Technology,Accessories,Logitech Keyboard,402.15,7,0.0,79.46
US-2024-15154,2024-09-22,2024-09-27,Standard Class,CG-1501,Patricia Anderson #9,Corporate,East,Ohio,Technology,Copiers,Canon imageCLASS,12438.02,14,0.0,2764.14
US-2022-15155,2022-06-28,2022-06-28,Same Day,CG-1342,Linda Martinez #7,Consumer,East,Ohio,Technology,Phones,Samsung Galaxy Tab,5527.84,8,0.0,903.89
US-2024-15156,2024-12-10,2024-12-13,Second Class,CG-1099,Patricia Anderson #9,Consumer,East,Florida,Office Supplies,Binders,GBC DocuBind,143.28,6,0.0,59.94
US-2024-15157,2024-12-01,2024-12-06,Standard Class,CG-1046,Maria Garcia #2,Corporate,South,North Carolina,Technology,Accessories,Belkin USB Cables,140.63,7,0.0,40.74
US-2024-15158,2024-12-24,2024-12-30,Standard Class,CG-1438,Linda Martinez #2,Corporate,West,Nevada,Office Supplies,Paper,HP Office Paper,346.2,6,0.0,119.99
US-2024-15159,2024-12-26,2025-01-02,Standard Class,CG-1535,Karen White #8,Consumer,South,North Carolina,Furniture,Chairs,Mesh Office Chair,1896.86,9,0.1,74.22
US-2024-15160,2024-09-07,2024-09-14,Standard Class,CG-1525,David Moore #1,Consumer,West,Nevada,Furniture,Tables,Bretford Rectangular Table,2979.12,10,0.2,227.44
US-2022-15161,2022-10-07,2022-10-13,Standard Class,CG-1040,Robert Johnson #5,Corporate,East,Florida,Office Supplies,Labels,Avery Shipping Labels,188.7,10,0.0,47.87
US-2023-15162,2023-05-22,2023-05-27,Standard Class,CG-1663,Maria Garcia #9,Corporate,West,Washington,Office Supplies,Supplies,Fiskars Scissors,86.73,3,0.0,42.32
US-2024-15163,2024-08-17,2024-08-22,Standard Class,CG-1441,Susan Jackson #7,Consumer,South,Louisiana,Office Supplies,Envelopes,Recycled Mailers,109.45,11,0.0,24.46
US-2021-15164,2021-09-03,2021-09-10,Standard Class,CG-1189,Michael Thomas #5,Corporate,East,Florida,Technology,Phones,Samsung Galaxy Tab,8073.27,9,0.0,1792.55
US-2021-15165,2021-01-16,2021-01-19,Second Class,CG-1622,Jennifer Lee #6,Consumer,West,California,Furniture,Bookcases,Sauder Classic Bookcase,283.9,2,0.0,60.5
US-2021-15166,2021-12-26,2021-12-26,Same Day,CG-1796,David Moore #6,Consumer,East,Georgia,Technology,Phones,Samsung Galaxy Tab,544.12,1,0.0,118.88
US-2024-15167,2024-11-05,2024-11-08,Second Class,CG-1540,Michael Thomas #9,Consumer,East,New Jersey,Furniture,Chairs,HON Executive Chair,3724.32,8,0.0,661.63
US-2024-15168,2024-01-27,2024-01-31,Second Class,CG-1617,Jennifer Lee #8,Corporate,West,Oregon,Technology,Phones,Motorola Smart Phone,685.71,3,0.0,155.74
US-2024-15169,2024-02-11,2024-02-14,Second Class,CG-1089,William Taylor #8,Consumer,West,Colorado,Technology,Phones,Motorola Smart Phone,4150.18,11,0.15,430.61
US-2021-15170,2021-11-08,2021-11-14,Standard Class,CG-1064,Linda Martinez #5,Consumer,Central,Minnesota,Furniture,Tables,Bretford Rectangular Table,2864.94,6,0.0,208.64
US-2024-15171,2024-12-10,2024-12-15,Standard Class,CG-1019,Maria Garcia #1,Consumer,South,Tennessee,Office Supplies,Art,Dixon Ticonderoga,37.04,12,0.3,8.2
US-2021-15172,2021-05-15,2021-05-22,Standard Class,CG-1774,Karen White #3,Consumer,East,New York,Furniture,Furnishings,Office Star Chair Mat,889.08,12,0.0,202.7
US-2021-15173,2021-11-21,2021-11-25,Second Class,CG-1583,Susan Jackson #2,Consumer,West,Colorado,Furniture,Chairs,Global Troy Chair,5389.16,14,0.0,1190.56
US-2021-15174,2021-04-25,2021-05-02,Standard Class,CG-1387,Maria Garcia #5,Consumer,West,Washington,Office Supplies,Envelopes,Recycled Mailers,138.1,10,0.0,41.68
US-2022-15175,2022-01-25,2022-02-01,Standard Class,CG-1605,Jennifer Lee #5,Home Office,West,Nevada,Office Supplies,Binders,Cardinal HOLDit Binder,68.91,3,0.0,32.34
US-2024-15176,2024-12-20,2024-12-25,Standard Class,CG-1215,William Taylor #5,Consumer,West,Nevada,Furniture,Tables,Bevis Conference Table,2611.24,4,0.0,420.32
US-2024-15177,2024-02-02,2024-02-07,Standard Class,CG-1399,Patricia Anderson #8,Consumer,West,Nevada,Office Supplies,Binders,Cardinal HOLDit Binder,48.13,1,0.0,19.34
US-2024-15178,2024-10-08,2024-10-08,Same Day,CG-1559,James Wilson #7,Home Office,South,North Carolina,Office Supplies,Storage,SAFCO Mobile Tub File,43.27,1,0.3,3.0
US-2024-15179,2024-06-05,2024-06-08,Second Class,CG-1231,Susan Jackson #8,Consumer,West,Washington,Office Supplies,Binders,Avery Non-Stick Binder,95.76,12,0.3,2.94
US-2021-15180,2021-09-08,2021-09-08,Same Day,CG-1035,Maria Garcia #4,Corporate,West,Washington,Technology,Machines,Fellowes Shredder,261.18,3,0.0,76.17
US-2023-15181,2023-03-10,2023-03-16,Standard Class,CG-1328,Michael Thomas #9,Consumer,East,Florida,Office Supplies,Fasteners,Staple remover,65.03,7,0.0,25.34
US-2021-15182,2021-06-09,2021-06-12,Second Class,CG-1262,Linda Martinez #7,Consumer,East,New York,Technology,Machines,HP LaserJet Printer,1596.22,2,0.0,519.93
US-2021-15183,2021-06-07,2021-06-14,Standard Class,CG-1464,Patricia Anderson #9,Consumer,Central,Indiana,Furniture,Bookcases,Sauder Classic Bookcase,1799.84,8,0.0,316.66
US-2021-15184,2021-11-25,2021-11-26,First Class,CG-1739,John Smith #9,Consumer,West,Arizona,Technology,Machines,Canon Copier,7519.95,9,0.0,2010.99
US-2021-15185,2021-03-15,2021-03-22,Standard Class,CG-1249,James Wilson #8,Home Office,West,Nevada,Office Supplies,Supplies,Desk Accessories Kit,53.63,1,0.0,16.14
US-2022-15186,2022-10-15,2022-10-22,Standard Class,CG-1158,Robert Johnson #3,Consumer,West,California,Furniture,Chairs,Global Troy Chair,2193.84,9,0.0,298.0
US-2023-15187,2023-07-22,2023-07-27,Standard Class,CG-1673,Maria Garcia #9,Home Office,East,New Jersey,Technology,Copiers,Xerox WorkCentre,15607.34,14,0.0,2422.46
US-2022-15188,2022-11-12,2022-11-15,Second Class,CG-1176,Michael Thomas #5,Consumer,West,Washington,Office Supplies,Art,Sanford Colorific Pencils,48.72,4,0.15,10.21
US-2021-15189,2021-03-27,2021-04-03,Standard Class,CG-1205,Linda Martinez #4,Corporate,West,Nevada,Technology,Accessories,Plantronics Headset,783.7,5,0.0,154.99
US-2021-15190,2021-06-15,2021-06-22,Standard Class,CG-1647,James Wilson #8,Consumer,South,Louisiana,Technology,Machines,HP LaserJet Printer,2070.14,3,0.15,66.16
US-2024-15191,2024-11-25,2024-11-28,Second Class,CG-1123,Michael Thomas #5,Home Office,West,Nevada,Technology,Copiers,Xerox WorkCentre,18811.76,8,0.0,6565.5
US-2022-15192,2022-09-10,2022-09-11,First Class,CG-1409,Linda Martinez #1,Consumer,Central,Minnesota,Furniture,Furnishings,Office Star Chair Mat,651.84,7,0.0,159.39
US-2024-15193,2024-07-05,2024-07-11,Standard Class,CG-1061,Jennifer Lee #3,Home Office,Central,Indiana,Technology,Accessories,Logitech Keyboard,147.01,4,0.2,9.68
US-2024-15194,2024-11-10,2024-11-10,Same Day,CG-1200,William Taylor #3,Consumer,West,Washington,Technology,Machines,HP LaserJet Printer,7177.25,13,0.2,1180.56
US-2021-15195,2021-06-20,2021-06-27,Standard Class,CG-1469,Karen White #5,Consumer,East,Pennsylvania,Technology,Machines,Canon Copier,11431.14,12,0.15,1690.04
US-2023-15196,2023-09-15,2023-09-22,Standard Class,CG-1574,Linda Martinez #1,Corporate,Central,Missouri,Furniture,Furnishings,DAX Metal Frame,493.61,13,0.0,54.91
US-2021-15197,2021-09-18,2021-09-24,Standard Class,CG-1437,James Wilson #1,Consumer,West,Nevada,Office Supplies,Binders,Avery Non-Stick Binder,411.96,12,0.0,166.65
US-2023-15198,2023-09-11,2023-09-18,Standard Class,CG-1142,Michael Thomas #8,Consumer,East,Pennsylvania,Office Supplies,Storage,SAFCO Mobile Tub File,67.35,1,0.3,-1.77
US-2024-15199,2024-02-19,2024-02-26,Standard Class,CG-1271,Jennifer Lee #6,Corporate,Central,Texas,Furniture,Furnishings,Office Star Chair Mat,501.42,11,0.45,-146.15
US-2024-15200,2024-12-02,2024-12-07,Standard Class,CG-1767,Susan Jackson #1,Consumer,Central,Texas,Furniture,Bookcases,Bush Saratoga Bookcase,903.93,3,0.0,199.58
US-2024-15201,2024-06-05,2024-06-12,Standard Class,CG-1378,James Wilson #9,Consumer,Central,Illinois,Furniture,Furnishings,DAX Metal Frame,188.73,11,0.3,-10.1
US-2021-15202,2021-12-04,2021-12-07,Second Class,CG-1767,Karen White #7,Consumer,East,Georgia,Furniture,Tables,Bretford Rectangular Table,1370.06,2,0.0,134.38
US-2024-15203,2024-01-12,2024-01-18,Standard Class,CG-1487,Maria Garcia #4,Corporate,Central,Michigan,Technology,Phones,iPhone Accessories Kit,1977.47,11,0.0,588.28
US-2022-15204,2022-03-26,2022-04-01,Standard Class,CG-1662,Susan Jackson #5,Consumer,West,Washington,Furniture,Chairs,HON Executive Chair,2811.52,8,0.0,677.39
